ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,COUPON_ID,ORDER_TIMESTAMP,DELIVERY_FEE,SUB_TOTAL_AMOUNT,DISCOUNT_AMOUNT,COMMISSION_REVENUE,PAYMENT_PROCESSING_FEE,TOTAL_AMOUNT,ORDER_RATING
O0000268,C08520,R0591,,2025-03-03,99.65,1360.28,0.00,285.66,36.50,1459.93,1.30
O0000269,C09473,R0809,,2025-04-10,138.06,1256.28,0.00,298.99,34.86,1394.34,3.38
O0000270,C02519,R0225,,2025-01-27,47.99,1716.53,0.00,487.49,44.11,1764.52,4.41
O0000271,C07053,R0304,,2025-09-21,82.76,2785.12,0.00,958.08,71.70,2867.88,
O0000272,C03172,R0252,,2025-01-13,117.26,4325.71,0.00,1042.50,111.07,4442.97,4.95
O0000273,C09883,R0905,,2025-02-14,84.72,3864.94,0.00,1086.05,98.74,3949.66,
O0000274,C05049,R0934,CP043,2025-10-10,91.60,1068.12,320.44,357.82,20.98,839.28,4.03
O0000275,C01261,R0656,,2025-01-17,108.62,562.23,0.00,138.87,16.77,670.85,1.43
O0000276,C07867,R0664,,2025-01-08,117.33,4030.41,0.00,878.63,103.69,4147.74,1.25
O0000277,C07362,R0181,,2025-02-23,99.32,1838.64,0.00,610.43,48.45,1937.96,1.15
O0000278,C09797,R0978,CP042,2025-02-09,145.39,1611.08,483.32,530.05,31.83,1273.15,
O0000279,C09706,R0722,,2025-07-29,93.37,415.40,0.00,102.60,12.72,508.77,1.76
O0000280,C05802,R0827,,2025-04-20,41.37,3356.89,0.00,832.51,84.96,3398.26,2.85
O0000281,C07312,R0918,,2025-02-11,122.62,410.26,0.00,106.26,13.32,532.88,3.91
O0000282,C09174,R0452,CP050,2024-12-06,48.94,1859.12,464.78,559.60,36.08,1443.28,
O0000283,C01475,R0636,,2025-05-10,106.06,3919.41,0.00,1156.23,100.64,4025.47,2.29
O0000284,C00378,R0851,,2025-03-18,109.83,3943.96,0.00,1281.79,101.34,4053.79,3.00
O0000285,C01994,R0456,,2025-06-13,58.95,2692.50,0.00,568.12,68.79,2751.45,
O0000286,C05427,R0409,CP016,2025-03-22,138.49,2462.73,246.27,861.96,58.87,2354.95,1.87
O0000287,C06709,R0602,,2025-03-16,66.74,3500.61,0.00,833.15,89.18,3567.35,
O0000288,C00885,R0026,,2025-08-27,37.86,1242.52,0.00,346.66,32.01,1280.38,4.74
O0000289,C09929,R0078,CP018,2025-07-08,62.40,2325.67,465.13,551.18,48.07,1922.94,3.61
O0000290,C09685,R0201,,2025-05-23,93.35,344.24,0.00,113.25,10.94,437.59,
O0000291,C03288,R0750,,2025-04-24,117.46,3792.26,0.00,1080.79,97.74,3909.72,4.49
O0000292,C09656,R0170,,2025-09-19,52.35,2105.61,0.00,461.13,53.95,2157.96,5.00
O0000293,C08272,R0610,,2025-07-04,115.15,1372.53,0.00,344.51,37.19,1487.68,3.45
O0000294,C00328,R0892,,2025-07-25,117.66,2995.31,0.00,682.93,77.82,3112.97,3.27
O0000295,C08587,R0046,CP096,2025-09-20,34.24,1419.92,709.96,357.82,18.60,744.20,1.00
O0000296,C06081,R0514,CP037,2025-01-06,108.08,1402.16,350.54,422.05,28.99,1159.70,
O0000297,C06410,R0715,,2024-11-15,41.05,1108.00,0.00,270.35,28.73,1149.05,
O0000298,C09641,R0844,CP013,2025-09-21,105.07,3279.92,655.98,885.58,68.23,2729.01,3.46
O0000299,C08554,R0370,,2025-06-16,70.64,1612.28,0.00,562.69,42.07,1682.92,1.06
O0000300,C03484,R0495,,2025-03-30,90.21,851.49,0.00,212.87,23.54,941.70,4.24
O0000301,C00530,R0941,,2024-12-31,84.46,4245.85,0.00,1396.88,108.26,4330.31,1.91
O0000302,C07243,R0610,,2025-05-28,49.32,667.64,0.00,167.58,17.92,716.96,2.54
O0000303,C05239,R0299,,2025-06-09,41.50,5428.37,0.00,1813.08,136.75,5469.87,4.34
O0000304,C08415,R0781,CP020,2025-01-21,75.09,3353.45,670.69,788.06,68.95,2757.85,2.16
O0000305,C06996,R0231,,2025-07-31,117.03,738.78,0.00,186.17,21.40,855.81,1.34
O0000306,C00198,R0654,,2025-04-18,136.52,3651.46,0.00,1055.27,94.70,3787.98,4.48
O0000307,C07985,R0496,,2025-03-15,56.59,3613.38,0.00,979.23,91.75,3669.97,
O0000308,C06159,R0589,,2025-07-09,83.47,2060.13,0.00,620.10,53.59,2143.60,2.76
O0000309,C02868,R0102,,2025-09-11,130.44,3597.52,0.00,1115.23,93.20,3727.96,1.55
O0000310,C03690,R0888,,2025-07-23,53.73,2346.23,0.00,692.14,60.00,2399.96,
O0000311,C07032,R0378,,2025-09-06,76.54,4395.55,0.00,993.39,111.80,4472.09,3.60
O0000312,C05190,R0572,CP044,2025-02-21,79.85,589.78,88.47,135.65,14.53,581.16,3.91
O0000313,C05300,R0128,,2025-01-20,70.63,904.80,0.00,190.91,24.39,975.43,
O0000314,C07595,R0515,,2025-03-13,131.89,1675.51,0.00,511.03,45.19,1807.40,
O0000315,C00379,R0438,,2025-07-30,100.70,888.30,0.00,254.05,24.73,989.00,4.27
O0000316,C07911,R0066,,2025-05-15,119.40,2471.82,0.00,645.15,64.78,2591.22,3.77
O0000317,C09045,R0989,,2025-06-03,70.80,3140.10,0.00,788.17,80.27,3210.90,1.55
O0000318,C03371,R0426,,2025-09-19,51.64,4523.61,0.00,995.19,114.38,4575.25,2.07
O0000319,C05451,R0940,,2025-08-16,123.55,749.71,0.00,235.41,21.83,873.26,1.19
O0000320,C04003,R0952,,2025-09-05,124.79,2278.07,0.00,681.14,60.07,2402.86,3.55
O0000321,C09911,R0776,,2025-02-13,48.26,2432.26,0.00,790.48,62.01,2480.52,4.85
O0000322,C09613,R0210,,2024-12-06,130.23,6354.16,0.00,1397.92,162.11,6484.39,
O0000323,C03174,R0722,,2025-05-19,78.00,708.02,0.00,174.88,19.65,786.02,
O0000324,C01945,R0397,,2025-08-28,148.61,5971.27,0.00,1230.08,153.00,6119.88,4.69
O0000325,C09682,R0115,CP036,2025-01-21,141.30,4252.39,850.48,1394.78,88.58,3543.21,1.12
O0000326,C03928,R0797,,2025-02-09,44.24,3986.34,0.00,1183.94,100.76,4030.58,
O0000327,C09573,R0821,,2025-01-24,79.28,1314.66,0.00,370.73,34.85,1393.94,3.89
O0000328,C01594,R0580,,2025-05-01,76.47,3621.38,0.00,724.28,92.45,3697.85,2.89
O0000329,C02207,R0191,,2025-02-10,80.26,5428.70,0.00,1275.74,137.72,5508.96,
O0000330,C04240,R0450,,2024-11-13,93.63,807.84,0.00,173.69,22.54,901.47,4.44
O0000331,C01020,R0843,,2025-10-25,45.76,1433.22,0.00,497.33,36.97,1478.98,3.01
O0000332,C06831,R0378,,2024-12-15,84.93,4724.97,0.00,1067.84,120.25,4809.90,3.48
O0000333,C08454,R0501,,2025-05-20,47.14,5608.21,0.00,1441.31,141.38,5655.35,2.32
O0000334,C09438,R0857,,2025-07-14,119.06,1651.46,0.00,559.84,44.26,1770.52,
O0000335,C00426,R0207,,2025-07-04,51.04,4624.29,0.00,1364.17,116.88,4675.33,3.68
O0000336,C05153,R0991,,2025-01-12,75.88,3751.88,0.00,847.92,95.69,3827.76,4.41
O0000337,C02915,R0221,,2025-05-04,72.56,1270.19,0.00,435.68,33.57,1342.75,4.74
O0000338,C02726,R0131,,2024-12-25,126.16,3261.75,0.00,926.34,84.70,3387.91,2.48
O0000339,C06236,R0728,CP067,2025-05-01,138.15,4498.83,1349.65,1066.22,82.18,3287.33,3.26
O0000340,C01659,R0657,,2025-06-16,131.47,1814.50,0.00,502.62,48.65,1945.97,2.34
O0000341,C00931,R0777,,2025-03-06,111.71,2389.72,0.00,671.51,62.54,2501.43,1.30
O0000342,C04045,R0286,,2025-03-25,52.71,574.15,0.00,167.65,15.67,626.86,1.22
O0000343,C00192,R0311,,2025-06-07,107.68,1200.97,0.00,413.13,32.72,1308.65,1.95
O0000344,C02274,R0073,CP020,2025-03-27,97.96,1372.12,274.42,299.12,29.89,1195.66,2.13
O0000345,C09707,R0001,CP017,2025-07-14,118.35,4685.49,234.27,1265.08,114.24,4569.57,2.87
O0000346,C05808,R0518,,2025-06-17,97.85,4631.46,0.00,1245.86,118.23,4729.31,1.77
O0000347,C03675,R0739,CP097,2025-10-17,55.20,2636.63,659.16,635.43,50.82,2032.67,3.39
O0000348,C09874,R0386,,2024-11-14,117.69,1491.51,0.00,448.94,40.23,1609.20,
O0000349,C09576,R0192,,2025-03-06,90.19,3575.80,0.00,1065.59,91.65,3665.99,4.39
O0000350,C04731,R0631,CP067,2025-07-31,69.79,1429.01,428.70,441.56,26.75,1070.10,
O0000351,C02737,R0574,CP067,2024-12-11,96.80,2750.33,825.10,888.36,50.55,2022.03,1.70
O0000352,C05140,R0389,,2025-07-03,127.96,1310.46,0.00,427.21,35.96,1438.42,4.46
O0000353,C03130,R0903,,2025-03-20,96.09,4620.48,0.00,1321.46,117.91,4716.57,
O0000354,C01162,R0008,CP092,2025-10-04,43.87,4810.58,2405.29,1120.87,61.23,2449.16,1.19
O0000355,C08577,R0257,,2025-10-16,83.86,3416.26,0.00,1089.79,87.50,3500.12,3.86
O0000356,C05632,R0242,,2024-11-04,134.27,5073.67,0.00,1070.54,130.20,5207.94,4.99
O0000357,C09339,R0811,CP072,2025-01-01,44.94,1093.78,546.89,263.60,14.80,591.83,1.14
O0000358,C03503,R0406,,2025-04-13,73.65,697.99,0.00,192.65,19.29,771.64,2.82
O0000359,C02034,R0617,,2025-05-04,143.19,3592.47,0.00,955.60,93.39,3735.66,2.82
O0000360,C04814,R0255,,2025-03-10,91.09,2125.88,0.00,505.96,55.42,2216.97,2.74
O0000361,C01824,R0729,,2025-03-11,121.69,924.32,0.00,226.46,26.15,1046.01,3.85
O0000362,C06258,R0116,,2025-07-10,45.49,5573.08,0.00,1582.75,140.46,5618.57,2.41
O0000363,C02525,R0453,,2025-10-17,75.07,1166.85,0.00,374.56,31.05,1241.92,1.88
O0000364,C06876,R0091,CP053,2024-12-09,74.50,2877.26,431.59,1004.16,63.00,2520.17,
O0000365,C03692,R0562,CP022,2025-01-12,145.03,2723.83,272.38,631.93,64.91,2596.48,4.79
O0000366,C05770,R0666,,2025-10-21,119.21,3521.87,0.00,1028.39,91.03,3641.08,
O0000367,C01102,R0722,,2025-03-20,78.03,6171.59,0.00,1524.38,156.24,6249.62,2.03
O0000368,C04466,R0036,,2025-02-27,86.03,4125.73,0.00,1039.68,105.29,4211.76,4.89
O0000369,C06077,R0045,CP004,2025-01-03,99.11,1817.72,908.86,516.23,25.20,1007.97,2.13
O0000370,C03490,R0966,CP023,2025-05-01,113.76,478.25,47.82,138.69,13.60,544.19,1.09
O0000371,C04280,R0589,,2025-06-01,137.61,1623.92,0.00,488.80,44.04,1761.53,4.07
O0000372,C09275,R0695,,2025-01-12,62.82,919.73,0.00,264.88,24.56,982.55,3.09
O0000373,C00223,R0705,,2025-08-20,130.65,3890.82,0.00,879.33,100.54,4021.47,3.19
O0000374,C08325,R0721,,2024-11-09,124.17,2690.20,0.00,731.73,70.36,2814.37,1.59
O0000375,C03091,R0793,,2025-04-20,58.31,333.38,0.00,113.02,9.79,391.69,
O0000376,C02230,R0408,,2025-09-11,79.84,227.63,0.00,59.87,7.69,307.47,3.88
O0000377,C01438,R0970,,2025-06-28,44.93,5369.01,0.00,1546.27,135.35,5413.94,
O0000378,C00460,R0754,,2025-04-27,49.70,2040.44,0.00,677.43,52.25,2090.14,3.44
O0000379,C00968,R0729,,2025-06-19,69.75,4064.82,0.00,995.88,103.36,4134.57,1.41
O0000380,C01998,R0571,,2025-06-12,63.79,543.30,0.00,111.38,15.18,607.09,3.08
O0000381,C01245,R0062,,2025-07-28,98.84,3926.26,0.00,828.44,100.63,4025.10,3.62
O0000382,C07299,R0191,,2025-04-18,75.67,2596.29,0.00,610.13,66.80,2671.96,
O0000383,C04998,R0554,,2025-08-11,39.17,6172.96,0.00,1660.53,155.30,6212.13,
O0000384,C04043,R0212,,2025-04-05,31.81,2828.19,0.00,978.55,71.50,2860.00,2.83
O0000385,C07305,R0446,CP034,2025-05-03,145.56,3774.12,1887.06,1309.62,50.82,2032.62,1.82
O0000386,C00556,R0937,,2025-09-20,138.53,3015.90,0.00,856.52,78.86,3154.43,1.15
O0000387,C02857,R0301,,2025-02-03,71.24,1265.34,0.00,256.86,33.41,1336.58,1.77
O0000388,C09512,R0772,,2025-02-07,143.67,265.66,0.00,61.10,10.23,409.33,
O0000389,C04731,R0622,,2025-08-08,114.68,3014.77,0.00,699.43,78.24,3129.45,3.37
O0000390,C03119,R0161,,2025-03-25,30.41,925.96,0.00,294.46,23.91,956.37,
O0000391,C07749,R0079,,2025-06-22,92.84,5796.66,0.00,1628.86,147.24,5889.50,3.10
O0000392,C05273,R0938,,2025-03-12,116.24,5564.09,0.00,1307.56,142.01,5680.33,1.57
O0000393,C09526,R0393,CP068,2025-05-07,40.17,3488.75,348.88,1126.87,79.50,3180.04,
O0000394,C06654,R0396,,2025-07-22,136.31,1553.07,0.00,341.68,42.23,1689.38,3.79
O0000395,C01971,R0473,,2025-04-05,39.43,744.76,0.00,243.54,19.60,784.19,4.28
O0000396,C02280,R0883,CP075,2025-02-25,103.87,4239.78,847.96,1420.33,87.39,3495.69,4.04
O0000397,C05127,R0358,,2024-11-16,122.16,1254.52,0.00,334.96,34.42,1376.68,3.96
O0000398,C09784,R0141,,2025-10-27,69.09,4494.15,0.00,1074.10,114.08,4563.24,2.54
O0000399,C01461,R0070,CP064,2025-10-07,103.84,3758.45,1879.23,1041.09,49.58,1983.06,
O0000400,C00046,R0755,,2025-01-30,111.50,1659.55,0.00,502.84,44.28,1771.05,1.31
O0000401,C05989,R0921,,2025-08-24,58.53,5847.04,0.00,1391.60,147.64,5905.57,1.73
O0000402,C00178,R0958,,2025-10-30,145.24,4540.21,0.00,1107.81,117.14,4685.45,
O0000403,C01267,R0684,,2025-10-16,51.50,4200.41,0.00,1134.11,106.30,4251.91,
O0000404,C00990,R0711,,2025-10-26,89.52,360.29,0.00,118.54,11.25,449.81,
O0000405,C00614,R0707,CP042,2025-05-16,76.22,940.43,282.13,277.43,18.36,734.52,
O0000406,C02918,R0064,CP003,2024-12-12,84.98,1677.60,419.40,471.41,33.58,1343.18,1.87
O0000407,C02789,R0403,,2025-04-13,138.83,321.41,0.00,67.50,11.51,460.24,1.61
O0000408,C09515,R0196,,2025-04-15,48.74,2600.90,0.00,608.61,66.24,2649.64,3.24
O0000409,C08304,R0729,,2025-08-28,149.41,643.98,0.00,157.78,19.83,793.39,2.14
O0000410,C01753,R0374,CP070,2025-02-13,52.72,3826.26,765.25,1297.10,77.84,3113.73,3.45
O0000411,C01174,R0651,,2025-06-13,105.14,2250.98,0.00,463.70,58.90,2356.12,2.14
O0000412,C02557,R0664,CP036,2025-04-05,122.79,2478.19,495.64,540.25,52.63,2105.34,
O0000413,C07080,R0904,,2025-06-19,99.77,915.78,0.00,245.43,25.39,1015.55,
O0000414,C05484,R0899,,2024-11-12,81.82,654.24,0.00,141.32,18.40,736.06,3.63
O0000415,C04711,R0379,,2025-01-03,40.26,5813.98,0.00,1261.63,146.36,5854.24,4.90
O0000416,C09737,R0009,,2025-05-18,80.77,2200.54,0.00,737.18,57.03,2281.31,4.14
O0000417,C08344,R0704,,2025-01-04,30.69,5164.70,0.00,1792.15,129.88,5195.39,2.38
O0000418,C00258,R0497,CP056,2025-10-25,131.17,2004.26,300.64,661.41,45.87,1834.79,
O0000419,C07726,R0767,,2025-02-25,116.64,1865.87,0.00,580.29,49.56,1982.51,3.43
O0000420,C01046,R0714,,2025-10-11,40.67,3829.84,0.00,785.12,96.76,3870.51,4.65
O0000421,C03280,R0697,,2025-06-20,55.33,4704.11,0.00,1260.70,118.99,4759.44,4.87
O0000422,C00786,R0420,,2025-07-29,75.38,2526.03,0.00,570.88,65.04,2601.41,3.28
O0000423,C02109,R0401,,2025-05-23,72.00,1605.69,0.00,497.76,41.94,1677.69,2.90
O0000424,C00869,R0270,,2025-01-17,126.61,1344.13,0.00,356.19,36.77,1470.74,
O0000425,C04803,R0517,,2025-06-09,121.27,3056.17,0.00,1008.54,79.44,3177.44,1.21
O0000426,C07047,R0311,CP030,2025-08-19,134.08,598.17,119.63,205.77,15.32,612.62,3.64
O0000427,C05474,R0971,CP033,2024-12-25,45.73,4380.54,219.03,1007.52,105.18,4207.24,3.43
O0000428,C03053,R0858,,2024-12-21,60.00,4685.38,0.00,1208.83,118.63,4745.38,
O0000429,C06255,R0138,,2025-07-16,80.89,2653.54,0.00,591.74,68.36,2734.43,
O0000430,C04692,R0697,,2025-03-10,42.37,2902.36,0.00,777.83,73.62,2944.73,3.69
O0000431,C06169,R0961,,2025-09-03,131.26,3249.07,0.00,929.23,84.51,3380.33,
O0000432,C00072,R0927,,2024-11-21,144.98,3430.08,0.00,1035.88,89.38,3575.06,1.27
O0000433,C09054,R0569,,2024-12-06,61.04,2311.57,0.00,649.55,59.32,2372.61,2.05
O0000434,C03903,R0047,,2025-03-01,79.03,4938.98,0.00,1624.92,125.45,5018.01,
O0000435,C05828,R0574,,2025-09-04,34.34,3119.41,0.00,1007.57,78.84,3153.75,3.82
O0000436,C08310,R0001,,2025-08-25,73.59,3556.08,0.00,960.14,90.74,3629.67,1.30
O0000437,C04018,R0112,,2024-12-25,62.01,2528.88,0.00,783.95,64.77,2590.89,3.50
O0000438,C04018,R0482,CP089,2025-09-08,139.29,683.66,0.00,188.69,20.57,822.95,4.24
O0000439,C08432,R0970,,2025-03-15,119.67,1228.41,0.00,353.78,33.70,1348.08,4.53
O0000440,C03913,R0555,,2025-04-28,62.20,1395.91,0.00,323.85,36.45,1458.11,4.12
O0000441,C05702,R0116,,2025-04-03,60.53,5835.90,0.00,1657.40,147.41,5896.43,
O0000442,C09379,R0702,,2025-01-04,61.07,3422.20,0.00,872.66,87.08,3483.27,
O0000443,C09523,R0661,CP001,2025-04-28,121.08,7885.36,394.27,2578.51,190.30,7612.17,2.43
O0000444,C04004,R0619,,2024-11-01,121.57,224.35,0.00,78.30,8.65,345.92,
O0000445,C03074,R0796,,2025-07-14,39.00,1889.69,0.00,381.72,48.22,1928.69,2.90
O0000446,C00513,R0158,,2024-12-28,140.56,4840.54,0.00,1655.46,124.53,4981.10,2.13
O0000447,C00922,R0223,,2025-01-17,48.34,2630.10,0.00,547.06,66.96,2678.44,3.33
O0000448,C05618,R0927,,2025-10-09,55.75,3031.75,0.00,915.59,77.19,3087.50,2.84
O0000449,C00437,R0939,,2025-01-06,65.65,4683.29,0.00,1344.10,118.72,4748.94,1.76
O0000450,C00125,R0576,,2025-02-26,122.60,3067.28,0.00,1009.14,79.75,3189.88,1.56
O0000451,C04611,R0835,CP013,2025-02-28,145.90,625.39,0.00,131.33,19.28,771.29,3.87
O0000452,C04147,R0014,,2024-12-02,143.30,1210.78,0.00,339.02,33.85,1354.08,
O0000453,C03585,R0104,,2025-01-11,126.87,5653.16,0.00,1260.65,144.50,5780.03,2.80
O0000454,C07999,R0529,,2025-01-31,44.25,4167.19,0.00,937.62,105.29,4211.44,4.83
O0000455,C00625,R0732,CP061,2025-09-30,95.16,1334.99,133.50,441.88,32.42,1296.65,
O0000456,C06852,R0793,,2025-01-18,46.06,3192.31,0.00,1082.19,80.96,3238.37,2.57
O0000457,C00311,R0428,,2025-04-19,113.18,913.38,0.00,190.90,25.66,1026.56,3.24
O0000458,C06348,R0173,,2024-12-06,44.40,1560.47,0.00,546.16,40.12,1604.87,1.45
O0000459,C09574,R0317,,2025-08-09,140.54,1377.92,0.00,387.20,37.96,1518.46,1.28
O0000460,C03541,R0666,,2025-02-04,92.15,282.06,0.00,82.36,9.36,374.21,
O0000461,C05039,R0152,,2024-12-30,49.22,2452.69,0.00,684.30,62.55,2501.91,3.18
O0000462,C03403,R0225,,2025-07-24,90.39,3950.82,0.00,1122.03,101.03,4041.21,3.83
O0000463,C05147,R0087,,2025-06-04,99.21,2964.52,0.00,841.92,76.59,3063.73,
O0000464,C09539,R0538,,2025-09-25,134.56,1960.41,0.00,519.51,52.37,2094.97,1.57
O0000465,C07606,R0267,,2025-08-29,125.32,3756.48,0.00,1228.37,97.05,3881.80,3.52
O0000466,C09150,R0941,,2025-03-26,113.54,2195.11,0.00,722.19,57.72,2308.65,3.50
O0000467,C07138,R0619,,2024-11-02,87.82,2604.31,0.00,908.90,67.30,2692.13,
O0000468,C02996,R0742,,2025-05-05,130.77,2763.34,0.00,895.32,72.35,2894.11,
O0000469,C00876,R0744,,2025-01-01,115.39,1820.51,0.00,589.85,48.40,1935.90,1.35
O0000470,C09545,R0180,CP052,2025-03-14,144.17,2718.02,1359.01,913.25,37.58,1503.18,4.52
O0000471,C09274,R0402,,2024-12-09,120.33,3146.66,0.00,899.94,81.67,3266.99,3.74
O0000472,C03599,R0833,CP005,2025-05-02,85.46,1619.19,404.80,440.42,32.50,1299.85,4.44
O0000473,C06195,R0564,,2025-06-02,90.18,4957.36,0.00,1378.15,126.19,5047.54,2.91
O0000474,C01860,R0883,,2025-07-25,56.95,5054.22,0.00,1693.16,127.78,5111.17,3.81
O0000475,C02256,R0098,,2025-04-03,98.20,1693.07,0.00,531.62,44.78,1791.27,
O0000476,C07940,R0888,,2025-07-30,43.83,1718.60,0.00,506.99,44.06,1762.43,4.71
O0000477,C06925,R0013,,2025-01-22,148.74,1358.08,0.00,369.40,37.67,1506.82,3.41
O0000478,C06694,R0777,CP080,2025-10-21,125.50,3504.89,350.49,984.87,82.00,3279.90,2.25
O0000479,C07320,R0485,,2025-05-03,78.61,4992.27,0.00,1273.03,126.77,5070.88,3.25
O0000480,C02354,R0174,,2025-07-18,40.76,5455.39,0.00,1734.81,137.40,5496.15,
O0000481,C05464,R0573,CP059,2025-03-27,98.06,4853.88,485.39,1276.57,111.66,4466.55,3.76
O0000482,C03743,R0896,,2025-09-19,66.23,3023.99,0.00,1058.40,77.26,3090.22,4.76
O0000483,C00218,R0556,,2025-04-29,130.47,3331.41,0.00,706.26,86.55,3461.88,2.69
O0000484,C02791,R0748,,2025-08-02,134.52,2852.89,0.00,801.66,74.69,2987.41,2.60
O0000485,C09510,R0169,,2025-02-03,110.47,4949.66,0.00,1356.21,126.50,5060.13,1.76
O0000486,C06789,R0552,,2025-08-24,102.06,5573.18,0.00,1120.21,141.88,5675.24,2.52
O0000487,C00412,R0200,,2025-10-23,109.59,2722.56,0.00,732.37,70.80,2832.15,
O0000488,C04526,R0606,,2024-12-08,71.62,4855.73,0.00,980.86,123.18,4927.35,
O0000489,C04213,R0934,CP083,2025-03-31,72.15,961.96,192.39,322.26,21.04,841.72,1.63
O0000490,C01372,R0876,CP034,2024-12-20,90.56,2813.15,1406.57,669.53,37.43,1497.14,4.18
O0000491,C03948,R0950,,2025-03-04,108.05,3026.41,0.00,971.48,78.36,3134.46,2.63
O0000492,C06665,R0015,,2025-08-24,118.46,1019.86,0.00,277.40,28.46,1138.32,4.64
O0000493,C04394,R0298,,2025-10-30,98.65,3416.87,0.00,1110.48,87.89,3515.52,2.51
O0000494,C04881,R0239,,2024-12-22,103.26,4411.74,0.00,1098.52,112.88,4515.00,2.05
O0000495,C03936,R0952,,2025-04-05,143.64,4379.13,0.00,1309.36,113.07,4522.77,2.19
O0000496,C09742,R0576,,2025-08-28,63.59,641.72,0.00,211.13,17.63,705.31,2.74
O0000497,C07003,R0451,CP094,2025-03-08,106.40,2964.12,296.41,726.21,69.35,2774.11,3.94
O0000498,C01689,R0254,,2025-10-15,77.96,3011.18,0.00,638.37,77.23,3089.14,
O0000499,C01692,R0180,,2025-02-18,124.11,6710.68,0.00,2254.79,170.87,6834.79,
O0000500,C00874,R0729,,2025-09-15,56.95,1203.09,0.00,294.76,31.50,1260.04,2.05
O0000501,C09017,R0395,CP081,2025-07-21,135.16,2725.44,545.09,558.72,57.89,2315.51,4.70
O0000502,C09117,R0655,,2025-08-11,92.12,915.60,0.00,209.67,25.19,1007.72,4.48
O0000503,C03780,R0044,,2025-10-05,110.77,2313.32,0.00,689.37,60.60,2424.09,2.61
O0000504,C03029,R0507,,2025-04-14,76.12,1089.40,0.00,348.61,29.14,1165.52,1.99
O0000505,C04592,R0962,,2025-06-20,47.60,1716.14,0.00,403.29,44.09,1763.74,2.70
O0000506,C00339,R0601,,2025-04-02,117.08,1949.70,0.00,655.10,51.67,2066.78,4.90
O0000507,C07755,R0827,CP075,2025-05-27,127.95,1528.95,305.79,379.18,33.78,1351.11,2.25
O0000508,C00912,R0429,,2024-11-28,118.66,1527.11,0.00,384.83,41.14,1645.77,2.68
O0000509,C09145,R0614,,2025-03-15,68.90,3607.62,0.00,840.58,91.91,3676.52,3.65
O0000510,C02933,R0393,,2025-05-09,100.01,361.36,0.00,116.72,11.53,461.37,3.60
O0000511,C07829,R0553,,2025-07-19,60.37,2067.22,0.00,587.09,53.19,2127.59,
O0000512,C02742,R0780,,2025-08-15,138.65,978.66,0.00,276.96,27.93,1117.31,3.63
O0000513,C09534,R0315,,2025-06-16,69.46,1410.86,0.00,332.96,37.01,1480.32,3.86
O0000514,C06594,R0858,,2024-11-11,42.70,4291.93,0.00,1107.32,108.37,4334.63,4.33
O0000515,C02294,R0852,,2025-01-26,83.86,772.62,0.00,224.83,21.41,856.48,4.50
O0000516,C07243,R0763,,2025-10-10,77.06,2369.26,0.00,502.28,61.16,2446.32,
O0000517,C05900,R0361,,2025-06-25,57.23,1569.50,0.00,539.91,40.67,1626.73,2.09
O0000518,C09554,R0678,,2025-01-09,80.21,1351.50,0.00,337.88,35.79,1431.71,4.43
O0000519,C07776,R0194,CP064,2025-08-26,80.17,4389.67,2194.84,1369.58,56.88,2275.00,
O0000520,C08939,R0975,,2025-01-31,144.40,400.73,0.00,123.42,13.63,545.13,1.88
O0000521,C09823,R0181,,2025-03-24,77.06,4449.30,0.00,1477.17,113.16,4526.36,3.48
O0000522,C02956,R0431,CP040,2025-03-21,117.16,1413.06,706.53,367.40,20.59,823.69,4.53
O0000523,C01077,R0105,,2025-03-12,124.42,1276.65,0.00,343.42,35.03,1401.07,4.06
O0000524,C00393,R0798,,2025-05-14,91.48,1183.12,0.00,256.74,31.86,1274.60,
O0000525,C00758,R0369,CP049,2025-09-16,135.97,2466.95,740.08,836.30,46.57,1862.84,3.63
O0000526,C05882,R0958,CP097,2024-11-01,32.22,400.91,0.00,97.82,10.83,433.13,4.16
O0000527,C05978,R0288,,2025-06-26,63.68,1723.48,0.00,539.45,44.68,1787.16,1.70
O0000528,C02087,R0128,,2025-06-21,89.24,1599.21,0.00,337.43,42.21,1688.45,3.73
O0000529,C03746,R0573,,2025-08-19,132.82,930.84,0.00,244.81,26.59,1063.66,1.44
O0000530,C04387,R0649,CP004,2025-04-04,143.18,485.57,0.00,108.77,15.72,628.75,
O0000531,C06525,R0647,,2025-10-22,106.02,4210.01,0.00,1086.18,107.90,4316.03,3.30
O0000532,C04297,R0750,,2024-12-01,102.90,3536.86,0.00,1008.01,90.99,3639.76,4.64
O0000533,C03740,R0615,,2025-07-09,50.42,1482.60,0.00,403.27,38.33,1533.02,2.87
O0000534,C09762,R0545,CP086,2025-01-29,32.00,1783.82,356.76,597.58,36.48,1459.06,
O0000535,C06233,R0085,,2024-12-24,113.39,756.66,0.00,201.27,21.75,870.05,4.66
O0000536,C01675,R0481,,2025-05-14,86.33,3811.32,0.00,823.25,97.44,3897.65,3.47
O0000537,C02610,R0257,,2025-01-13,139.09,1745.36,0.00,556.77,47.11,1884.45,4.52
O0000538,C09922,R0035,,2024-11-18,42.74,1707.44,0.00,476.38,43.75,1750.18,4.60
O0000539,C02488,R0882,CP063,2025-01-22,50.06,1493.16,149.32,518.13,34.85,1393.90,1.74
